Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
India,IND,Trade (% of GDP),NE.TRD.GNFS.ZS,11.29683311,10.26116259,10.20079018,10.18733784,9.41054892,8.51903437,10.81423751,9.981062668,8.981744476,7.744776644,7.661769338,7.669606558,7.736399597,8.932096019,10.85189025,12.29397821,12.80120307,12.64810114,12.90301184,14.91880453,15.38457685,14.50726476,14.12592775,13.69059389,14.00937594,12.90003619,12.2192719,12.58481404,13.49045012,15.16813209,15.50626151,16.98772655,18.43309904,19.65153979,20.07814438,22.86744871,21.92948787,22.61938687,23.69947008,24.81559804,26.90092291,25.99325475,29.50866294,30.59243613,37.50381406,42.00166962,45.7244805,45.68626868,53.36822044,46.27286964,49.2552065,55.62388001,55.79372173,53.84413195,48.92218575,41.92291387,40.08248571,40.74249695,43.59865716,39.38677104,37.87099791
India,IND,Gross capital formation (current US$),NE.GDI.TOTL.CD,5810161322,5800510137,6928260844,7606664851,8981388682,10630830426,8412291439,7875352292,7632055693,9403002438,10395304365,11856812345,11531268025,16297531658,19152472012,18667998855,19673602478,23828197010,31918442718,34317406661,39272998080,40304162080,42113775234,43757594267,44617642745,52673270883,54974899457,67106434596,74494900401,77183702381,91879979322,64748765655,73009242427,68146053870,88991487230,1.00128E+11,1.02317E+11,1.16937E+11,1.12149E+11,1.34371E+11,1.24964E+11,1.29411E+11,1.40141E+11,1.79294E+11,2.5591E+11,3.12367E+11,3.65736E+11,5.10187E+11,4.53789E+11,5.38261E+11,6.73937E+11,7.21753E+11,7.00852E+11,6.31716E+11,6.98764E+11,6.75604E+11,6.92402E+11,8.21484E+11,8.66245E+11,8.80214E+11,7.78857E+11
India,IND,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,7870000000,8040000000,8370000000,9870000000,10020000000,9380000000,13300000000,15170000000,16080000000,16280000000,17710000000,18380000000,22250000000,28300000000,38350000000,48120000000,61390000000,66400000000,71150000000,83400000000,90290000000,1.0256E+11,1.1563E+11,1.3139E+11,1.5846E+11,1.4951E+11,1.6543E+11,2.0281E+11,2.5913E+11,3.4609E+11,4.0635E+11,5.6254E+11,6.7312E+11,8.6147E+11,1.01607E+12,1.30733E+12,1.44854E+12,1.65203E+12,1.9528E+12,2.27697E+12,2.78126E+12,2.90757E+12,3.55556E+12,4.17425E+12,5.69051E+12,7.12087E+12,9.04872E+12,1.01891E+13,1.32877E+13,1.29878E+13,1.71019E+13,2.14393E+13,2.43971E+13,2.85678E+13,2.86364E+13,2.72865E+13,2.94877E+13,3.21152E+13,3.76629E+13,3.75057E+13,3.68517E+13
India,IND,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96676E+11,7.32467E+11,7.61179E+11,8.44388E+11,9.13252E+11,9.81762E+11,1.08724E+12,1.13882E+12,1.16951E+12,1.28495E+12,1.36872E+12,1.47667E+12,1.5215E+12,1.6387E+12,1.75532E+12,1.95144E+12,2.18103E+12,2.41295E+12,2.64584E+12,2.71045E+12,2.88484E+12,3.21304E+12,3.63527E+12,3.82302E+12,4.07401E+12,4.41109E+12,4.83257E+12,5.15493E+12,5.68074E+12,6.11616E+12,5.45751E+12
India,IND,Military expenditure (% of general government expenditure),MS.MIL.XPND.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.77827337,13.56620071,12.40058387,10.85751596,10.31229972,10.96859705,10.34573638,10.50325183,10.32728064,10.67790153,10.65950762,11.64056382,11.50305704,10.52395153,9.879555899,9.100118151,10.11742908,10.42312827,9.478415923,8.851182208,8.888781442,10.3147376,9.864230324,9.592767418,9.272621064,9.295983197,9.50479049,8.831198962,9.080147269,9.390386369,9.006342508,8.986065061,9.082320827
India,IND,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),IQ.SPI.PIL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.35,66.8,67.225,68.875,
India,IND,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,,,,,,,
India,IND,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,,,,,,,,,13212,12550,13049,14694,14189,14165,15061,15059,17047,18713,19980,20928,24623,33679,38109,,,,60337,67262,79746,88190,76801,63906,73308,88210,117014,119371,134403,172120,176386,176044,183172,200140,250585,264662,242482,297750,322293,
India,IND,Procedures to build a warehouse (number),IC.WRH.PROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,33.4,33.4,33.4,31.05,18.29,14.76,
India,IND,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,16.4,14.5,14,15,14.4,7.2,
India,IND,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,
India,IND,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.0981,413.0981,413.0981,382.4224,251.59,211.92,
India,IND,"Human capital index (HCI), upper bound (scale 0-1)",HD.HCI.OVRL.UB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448,0.488828242,,0.497799367
India,IND,Interest payments (current LCU),GC.XPN.INTP.CN,,,,,,,,,,,,,,,7840000000,9620000000,11950000000,13400000000,16720000000,18900000000,22540000000,27630000000,35160000000,44500000000,56460000000,70900000000,86480000000,1.0702E+11,1.3347E+11,1.6525E+11,1.9948E+11,2.4955E+11,2.9055E+11,3.449E+11,4.1455E+11,4.7128E+11,5.5265E+11,6.1218E+11,7.3228E+11,8.6875E+11,9.7769E+11,1.05352E+12,1.14803E+12,1.20133E+12,1.23659E+12,1.28869E+12,1.45914E+12,1.65945E+12,1.87464E+12,2.07837E+12,2.30351E+12,2.30351E+12,3.12808E+12,3.64244E+12,3.91935E+12,4.3151E+12,4.79196E+12,5.29246E+12,5.74191E+12,,
India,IND,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS,,,,,,,,,,,,,,,7.48004744,8.03808012,7.974997248,7.579990481,8.225327683,8.196551937,7.784715146,7.471436077,7.153184863,7.752875113,7.419617528,7.574710779,7.456846188,7.413144861,7.273728149,7.373872242,6.971280089,6.994429796,6.645020814,5.646053949,5.758667927,5.230910336,5.136454864,4.907462392,4.729662634,4.800972727,4.847925677,4.767501025,4.895060947,4.992375951,4.928565782,5.164005532,5.08324318,4.818135355,4.368418959,3.536761451,3.782020605,3.809841796,4.338376437,4.588124447,3.915371608,4.93524392,5.69421069,6.418872762,7.209258505,,
India,IND,"Net incurrence of liabilities, total (current LCU)",GC.LBL.TOTL.CN,,,,,,,,,,,,,,,24180000000,36770000000,32150000000,62110000000,25630000000,65030000000,90400000000,82620000000,1.4494E+11,98390000000,1.7531E+11,2.2251E+11,2.7795E+11,2.7717E+11,3.2663E+11,3.6179E+11,4.388E+11,3.5858E+11,3.937E+11,6.155E+11,5.5524E+11,6.1501E+11,6.6422E+11,7.5101E+11,9.196E+11,1.05281E+12,1.14724E+12,1.38467E+12,1.26171E+12,8.033E+11,1.63153E+12,1.55108E+12,1.02437E+12,1.10915E+12,2.54968E+12,3.95282E+12,3.3712E+12,4.9503E+12,4.8562E+12,5.2547E+12,4.80165E+12,5.12284E+12,4.90552E+12,5.85426E+12,5.73657E+12,,
India,IND,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS,7.843132628,8.516176155,8.980480807,9.107454011,8.536791909,9.270091622,9.515407718,9.116728704,9.820643428,10.40012864,11.2365497,12.49343793,12.92235768,13.09386383,12.91379979,14.93373333,17.8877017,18.04178519,19.6954207,20.95673624,20.54345895,21.22546245,22.68789892,22.89266876,24.28257464,24.56366516,25.8010011,25.38235951,25.27511744,26.58981401,24.91645657,23.82174445,24.69824025,23.83205539,23.6473414,22.5107747,23.40244204,23.55532535,23.67774686,25.42286221,28.33955116,28.61941543,32.30648907,31.62626562,36.19180385,40.06798048,43.62775243,45.62776475,49.55936669,48.12444791,50.55537498,51.28923313,51.88850765,52.38570952,51.88218736,51.86752408,49.10122542,48.7940214,50.37204197,50.12555378,54.80458479
India,IND,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.449712061,,,2.670195015,3.373953917,4.027728635,4.345849763,5.883522274,9.185519464,9.98,9.460956912,9.234428991,7.938830725
India,IND,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,0.48,,,0.56,,0.6,,0.66,,0.87,,1.01,,1.09,,1.15,,1.25,,1.1,,0.97,,,,
India,IND,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,,,,,,,,,,,,35.13618032,35.42286443,34.66468117,34.68875996,35.55934233,35.49638056,35.81155375,35.96181509,33.17537448,31.02053278,30.09162849,33.06223364,31.25228519,31.36125946,30.28658099,32.36526654,30.43743642,29.3977813,29.33944406,27.90294301,26.5769466,26.02024543,24.56476267,24.73523003,21.99440425,20.97331749,21.74475332,22.39155625,21.50498704,21.04914424,20.80820132,21.61486169,19.86979221,19.6631235,21.43518776,22.39641268,22.92256361,23.47209525,24.28175828,25.97380603,26.86397744,25.18483772,26.9695432,26.40827462,,,,,,
India,IND,Nitrous oxide emissions in energy sector (% of total),EN.ATM.NOXE.EG.ZS,,,,,,,,,,,13.6717355,13.44461633,13.31171942,13.31619189,13.2201359,13.02106732,12.63981689,12.34304583,12.20188725,11.96275382,12.03768213,11.77572388,11.58645397,11.2489649,10.90360165,10.9145251,10.56033555,10.88427308,10.38657701,10.45927471,1.884359103,1.963378124,2.036398079,2.121752925,2.166847237,2.942269574,3.649940263,4.29352518,4.92536479,5.558288244,6.372738839,6.383783784,6.756002233,6.652003648,6.581950207,6.417482448,6.270673849,6.149938773,6.162951097,,,,,,,,,,,,
India,IND,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,97208.503,104956.874,114227.05,122144.103,117167.984,128818.043,129404.763,131740.642,136973.451,136463.738,136669.09,140449.767,148641.845,152440.857,161102.311,178465.556,186855.652,196356.849,193236.232,199800.162,218289.176,232634.48,235751.43,257207.047,256073.944,280184.469,302175.468,322846.347,350847.559,375687.817,405430.854,434774.188,455096.702,479108.218,504106.157,521810.433,558066.062,583753.397,579774.702,620042.029,633701.604,643881.196,662153.857,692344.268,741104.367,798071.212,855698.117,931927.713,1007497.249,1088420.605,1093532.403,1210839.733,1363548.281,1326152.215,1487808.243,1488152.941,1516605.194,,,,
India,IND,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,1.792079103,1.696214535,1.950842946,1.790502894,2.064401979,2.149665301,2.099392878,2.562473232,2.390551068,2.392810764,2.403857586,2.147795859,2.317100573,2.429907585,2.302770922,2.323136269,2.031835791,2.320041358,2.234266043,2.007333266,1.906854292,1.896743455,1.767402017,1.957082223,1.826522377,1.762820098,1.848086944,2.032380851,1.9204628,1.98797486,2.09168766,1.988193897,2.018826573,2.020142463,2.194685902,2.370720004,2.302839537,2.042078494,2.020894335,2.352063861,2.704314038,2.52600082,2.720663075,2.667720547,,,,,,
India,IND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8,85.20610046,85.8353653,86.45200348,87.05283356,87.63471222,91.3,88.74241638,87.6,89.81708527,90.35935211,90.91414642,91.48816681,93.1,92.69355011,93.31641388,96.1,94,92.9,96.1,96.46443939,97.08375549,97.5,98.31375885,99.08893585,99.78376007,100,
India,IND,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,25.10216705,28.51257671,14.07015013,11.97071853,10.97291644,12.52619023,11.01309228,8.98379219,9.865721854,8.757033831,7.805937162,9.380798288,7.095382834,7.050748688,5.766756264,4.199274053,8.742559603,7.142382072,4.222413923,5.497604128,3.242308906,3.193457323,2.605876446,2.482548142,2.177666678,1.718779713,2.190023769,2.098302682,0.711334155,0.557041413,0.966221326,0.577620943,0.446116452,0.502346092,0.702834587,0.609385598,0.564558405,0.275419433,0.413915043,0.506115313,0.599189659,0.520344545,0.527238722,0.354706612,0.38835766,
India,IND,"Net official flows from UN agencies, UNFPA (current US$)",DT.NFL.UNFP.CD,,,,,,,,,,,,,,,,,,7550000.191,,,4260000.229,3250000,10640000.34,14329999.92,23120000.84,12079999.92,8729999.542,6559999.943,9760000.229,10239999.77,16559999.47,11220000.27,10289999.96,7010000.229,11899999.62,11869999.89,13270000.46,8770000.458,8310000.42,6960000.038,8970000.267,11090000.15,13210000.04,6820000.172,11260000.23,13069999.69,13460000.04,13079999.92,8770000.458,12300000.19,13300000.19,14020000.46,12603308.68,9206686.974,10656676.29,10052622.8,7328520.298,4502139.568,4168889.999,5349728.584,
India,IND,"PPG, official creditors (NFL, current US$)",DT.NFL.OFFT.CD,,,,,,,,,,,1428584095,633013603.2,512286010.7,623842867.5,838202023.8,1255169226,1042927590,685357133.9,508604731.4,574781542.3,815607754.3,764767128.1,1200822026,1007044348,1202953021,1298531199,1261746962,2406701037,2748108754,2629665596,2457652592,3088099736,2760173239,1953670448,1187438423,-743500896,418409037.2,-197632372.8,1158679801,1208003026,53297961.4,362353940.2,-3820534505,-5224113330,-510645355.8,1123641884,1143100739,2300931213,2873683645,3033805045,5220610987,2720097583,1504979458,1297750751,2042380895,1434250565,1978250656,2449554437,3420370037,3300984610,9103371477
India,IND,"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4827188
India,IND,"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,16200000.76,23229999.54,8659999.847,32470001.22,35459999.08,53229999.54,49450000.76,40270000.46,78269996.64,33889999.39,32729999.54,33540000.92,26670000.08,68980003.36,64750000,46610000.61,79440002.44,28790000.92,44759998.32,42189998.63,37409999.85,4039999.962,41090000.15,129529998.8,21610000.61,21909999.85,226699996.9,303929992.7,179460006.7,257239990.2,87260002.14,891049987.8,425200012.2,295940002.4,886520019.5,506420013.4,579270019.5,491799987.8,504950012.2,634020019.5,368160003.7,528869995.1,493640014.6,325790008.5,-82050003.05,71459999.08,29530000.69,99889999.39,599809997.6,517010009.8,981140014.6,801960022,704650024.4,662340026.9,704809997.6,867650024.4,1007780029,1554630005,1375400024,1794770020,
India,IND,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,,,,,,,59999.99866,1610000.014,2569999.933,4590000.153,1100000.024,7820000.172,5050000.191,6440000.057,7070000.172,9420000.076,699999.9881,10659999.85,12270000.46,24510000.23,490000.0095,19260000.23,-479999.9893,6230000.019,5389999.866,-790000.0215,-1700000.048,-1870000.005,-2660000.086,-2710000.038,4300000.191,-3700000.048,-3329999.924,4639999.866,-2230000.019,-3150000.095,-4530000.21,-3329999.924,-2960000.038,-2250000,-1320000.052,5559999.943,-5059999.943,3819999.933,-19940000.53,689999.9976,4519999.981,5309999.943,17520000.46,12060000.42,7170000.076,5369999.886,7119999.886,4099999.905,2990000.01,2910000.086,2119999.886,1299999.952,1639999.986,1139999.986,
India,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,45460000,47659999.9,17789999.9,37909999.9,56969999.9,-10326246.71,-7706430.543,-36060000,18090000,48570000,79159999.9,91920000,72079999.9,5639999.9,19239999.9,106090000,117730000,212319999.9,91250000,252099999.9,236690000,73537638.39,276512439,550370024.9,973271468.7,2143628110,2426057022,3577330042,2634651658,2168591054,3584217307,5128093562,5208967106,3681984671,5429250990,7269407226,20029119267,25227740887,43406277076,35581372930,27396885034,36498654598,23995685014,28153031270,34576643694,44009492130,44458571546,39966091359,42117450737,50610647354,64362364994
India,IND,"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD,,,,,,,,,,,,,,,,610141244.6,1036045026,1305990814,1627066020,2045056928,3333701862,3005557067,2917382176,3077534085,2802072726,2812562401,2651302321,3027214325,2751844045,3083019915,2836929007,3723059000,4138714781,5352166696,8184678409,8382256974,11283779509,13912943151,10334408363,11922988941,13434458565,14732958218,16090810168,21831498410,19792616190,23642751295,28716229728,37143828986,48752392609,48762516063,52109769922,60212408129,65435024619,64814792695,65600118581,64152710185,56826569388,60467061760,70074861229,73066673168,73117049921
India,IND,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,,,,,,,,,,,,,,,,69.27405679,61.98918649,61.83235848,64.00040949,60.56172098,59.97623386,59.79931722,60.51142634,56.35819078,57.8881479,57.01190395,54.76991041,54.851488,56.91998946,56.17426701,56.1315811,54.53599849,59.4682766,61.207928,55.65908893,55.54326794,57.71243595,54.75617045,48.78422772,40.41003405,45.63040936,42.93952197,42.89278274,38.65838206,38.1550799,44.28276442,42.99667644,44.55616224,25.608714,20.91351274,18.11056209,19.77405024,19.65182983,17.79801439,20.1931235,18.66526225,14.7036626,14.95804642,16.13371812,18.35471073,17.13532026
India,IND,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,,1.990680718,2.233567326,2.540166381,2.789541754,3.033827173,3.405763289,4.130679685,4.872898562,5.625843877,6.228201295,8.951150505,10.61266278,11.44364273,12.59131522,14.06764789,15.48121957,18.160855,20.46925061,23.17087198,23.5099537,25.64384453,28.27432219,30.88396873,33.83215783,37.16356855,39.71213336,42.74182776,46.10697006,56.60555678,60.44757401,65.14272407,69.82901675,73.50036288,77.38071066,83.67955235,93.27744139,102.1033286,111.3320819,120.7640938,129.9322687,139.5914549,148.661115,158.5053724,,,,,,,,,,,,,,,,,
India,IND,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.338972382,0.334060157,0.328867127,0.322660531,0.316987789,0.311185626,0.307032711,0.30115679,0.294569352,0.289198398,0.281325932,0.275666001,0.270766789,0.265276465,0.259729172,0.254155197,0.248401016,0.244552877,0.239304705,0.232997123,0.22772633,0.222940719,0.217141329,0.213368377,0.208501195,0.203758158,0.19910768,0.194476467,0.191125187,0.187178696,0.183088642,0.178934064,0.17531305,0.171874668,0.167970958,0.163915611,0.161455685,0.158324275,0.1550732,0.152312819,0.149139522,0.146738752,0.143765787,0.141357722,0.13893571,0.136133733,0.133553698,0.131589056,0.129687608,0.127206835,0.125554278,0.123675496,0.122139956,0.120764825,0.119387638,0.118092837,0.116843739,0.115637373,,
India,IND,"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,650000,650000,1000000,526000,854000,612000,796000,806000,479000,470000,473000
India,IND,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,3.989341454,3.949652778,4.073700878,3.774662184,3.753620618,5.292158644,4.8893335,4.484863585,4.377682403,5.441518309,6.346987071,4.763530494,4.480005907,3.401995287,8.419207779,13.5397786,7.448932821,6.294062672,5.327939989,4.602236913,4.541415386,5.140345043,3.256110722,4.581777488,3.690562883,3.202083922,1.944000291,1.878747778,1.7163528,0.842170884,1.868941909,2.355711746,3.964787166,3.963963311,1.813908261,1.666056426,2.244465058,2.135848299,2.332753604,2.177309629,2.503087941,3.342766892,3.569228878,3.690291945,3.915521939,3.614789924,4.040642526,4.311277693,4.170891649,4.077740846,3.772996149,3.236455642,3.98391063,4.485822917,4.403230544,3.678743135,3.290251961,3.197935938,3.663654727,4.079593552,
India,IND,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,21.1029225,21.50982741,23.49069354,22.96318792,23.23104971,22.00621915,22.63080209,26.92828858,26.02194153,30.44802188,35.04186211,35.75120663,39.58451656,45.44755846,51.79167039,66.92208486,75.84097375,70.60393398,73.73772741,83.32738945,100,108.5010192,126.5265908,133.9342968,155.4895162,189.0376367,211.2888605,242.0693463,283.2109767,266.353924,334.7927756,384.8991163,377.9327519,409.8935616,430.5880027,422.4718463,433.8780597,460.6625876,478.6580053,493.0524064,435.734864
India,IND,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,2.822975016,1.436768626,1.557632399,1.070198458,1.367855398,2.506401241,5.403228759,2.514405448,2.699921834,3.379738581,1.041412882,1.461644797,0.912604681,1.113626383,0.651479306,0.892017188,0.875033591,3.697428039,4.504130065,3.840352545,3.712027268,3.075625655,3.009076679,3.439027294,4.755854907,4.049526339,4.848870877,4.96166488,5.084463441,4.586743323,4.125304,3.40189369,4.431957045,3.810841348,6.598713926,6.980609531,7.186549077,8.347306641,9.474213496,9.774062901,8.743685309,9.459211312,10.48687297,11.76291498,12.1787358,12.41903149,15.66482436,16.62892075,16.27126049,17.99608785,18.20037761,18.72436157,17.6651607,18.42481298,20.67213019,24.34214794,25.80650471,24.76288255,22.87091444,22.92919478,
India,IND,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.78,,44.88,,,,32.34,26.01,,28.79,34.1,34.66,30.9,30.46,31.17,28.36,24.82,27.84,22.93,22.78,22.49,23.29,25.63,25.42,,24.33,24.39,24.14,24.37,26.62,24.81
India,IND,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.84,,58.9,,,,40.56,31.24,,34.14,37.28,34.99,30.51,25.86,29.02,16.28,14.44,14.01,9.76,10.13,9.44,9.81,9.88,9.79,,9,9.87,10.01,10.1,11.65,10.8
India,IND,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124000,2288000,2374000,2359000,2482000,2649000,2537000,2384000,2726000,3457000,3919000,4447000,5082000,5283000,5168000,5776000,6309000,6578000,6968000,13107000,13284000,14570000,15543000,17423000,17914000,
India,IND,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.39508627,48.36996265,48.34614438,48.32389768,48.30351231,48.28514427,48.26889599,48.25463808,48.24201584,48.23057748,48.22004087,48.21008683,48.20082123,48.19283344,48.1868833,48.1833137,48.18221273,48.1829303,48.18418923,48.18441326,48.18256457,48.17838275,48.17224637,48.16459574,48.15607506,48.14714088,48.13790451,48.12827466,48.11825785,48.10782376,48.09699966,48.08582285,48.07445707,48.06321381,48.05246009,48.04244601,48.03332589,48.02504631,48.01740349,48.01010156,48.00297385,47.99601897,47.98941636,47.98340448,47.97828642,47.97428982,47.97137644,47.96952399,47.96895843,47.96994865,47.97261756,47.97705611,47.98304408,47.99002538,47.99726994,48.00426758,48.01089325,48.01728596,48.02353964,48.0298343,48.03632671
India,IND,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.047169398,3.100204699,3.15030603,3.190673754,3.214400726,3.219323207,3.256484735,3.278039608,3.289624505,3.297391549,3.304535361,3.352848619,3.396849922,3.433751938,3.460855785,3.477761234,3.520704003,3.553922763,3.578861415,3.596914804,3.609358802,3.645110151,3.670978942,3.688326386,3.699423581,3.706461791,3.736837044,3.761167887,3.780020591,3.793980396,3.80442513,3.860389458,3.909967412,3.954259367,3.994943618,4.033618828,4.108399324,4.17733827,4.242031535,4.304284566,4.365536666,4.450553509,4.532306498,4.608918157,4.677539026,4.737923202,4.816272781,4.887117401,4.953006291,5.016760274,5.081529681,5.174153151,5.265688508,5.363982934,5.478595609,5.614635659,5.79330515,5.983113317,6.179955649,6.377924156,6.573888676
India,IND,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,5.260894059,5.241674026,5.213371776,5.182580224,5.159403836,5.147315671,5.120655479,5.106574395,5.099794568,5.092192905,5.079513999,5.048277472,5.015566759,4.984100482,4.958826048,4.941693249,4.913540546,4.896912627,4.884751918,4.867128866,4.839328881,4.792837368,4.743700201,4.696838385,4.659266854,4.635859866,4.607770747,4.590251434,4.597182961,4.6489254,4.753898336,4.897187512,5.089193361,5.297665293,5.477675282,5.604148211,5.672864155,5.696028855,5.69153545,5.686374346,5.695846605,5.705232128,5.72604579,5.753337961,5.779321675,5.800134602,5.811812013,5.822739462,5.836036085,5.857071017,5.889041949,5.925808513,5.976044018,6.035457598,6.097374541,6.158073429,6.220170267,6.277429906,6.337179487,6.410648112,6.502744376
India,IND,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,9.131835373,9.061649282,8.990151342,8.954504751,9.008264325,9.173194102,9.400843746,9.732716968,10.10211761,10.41324631,10.61410954,10.70427545,10.70273902,10.64277956,10.57767037,10.5380985,10.49450672,10.47429413,10.46546299,10.44880109,10.41478018,10.36029559,10.29771619,10.23424128,10.1811358,10.14435945,10.10336935,10.08648495,10.08479448,10.08602225,10.08447101,10.07625919,10.06534961,10.06064681,10.07562226,10.11543927,10.16665858,10.23959071,10.31881427,10.38166941,10.41475954,10.41228244,10.38711372,10.34361014,10.28934061,10.22926281,10.15646482,10.07789864,9.99815865,9.923680534,9.858015734,9.796650232,9.746016493,9.70170031,9.656573557,9.605978822,9.558141593,9.500412342,9.435756985,9.368014884,9.297275808
India,IND,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,,,,,,23.4,,,,,,,13.1,,,,,,,,,,5.4,,,,
India,IND,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,480.877,470.194,459.511,447.977,436.444,424.91,413.377,401.843,391.256,380.67,370.083,359.496,348.91,342.633,336.357,330.081,323.805,317.528,314.34,311.152,307.964,304.776,301.588,299.782,297.977,296.171,294.365,292.559,288.836,285.113,281.39,277.667,273.944,270.687,267.43,264.173,260.917,257.66,255.144,252.628,250.112,247.597,245.081,242.178,239.276,236.373,233.47,230.568,228.798,227.028,225.258,223.488,221.719,219.359,217,214.641,212.282,209.923,203.623,201.396,
